,Date,Username,Tweet,Lokasi
479,2023-03-01 21:24:10+00:00,"Any DOMESTICS obstacles, problems, turmoil, individual untrustworthyness, Etcetera SHALL be able to be mitigated,   WERE @jokowi @Kiyai_MarufAmin @puanmaharani_ri @bamsoet10 @Puspen_TNI are solidifying their UNITY in their endeavors to ""FIX"" NKRI @ibuMegawatiSP @SBYudhoyono",ElangUtama2,South East Asia
480,2023-03-01 21:24:01+00:00,@Dinaaja124 @puanmaharani_ri politisi muda yang berwawasan tinggi @puanmaharani_ri,AdnanAgam1,
481,2023-03-01 21:23:41+00:00,@Dinaaja124 @puanmaharani_ri Bismillah layak jadi presiden 2024,DedekIak,
482,2023-03-01 21:23:37+00:00,@sabronaiditnusa @puanmaharani_ri sangat mengagumkan,AnjiShopee,
483,2023-03-01 21:23:25+00:00,@anjishope @Alfians090 @puanmaharani_ri .semakin yakin sm jiwa kepempinan ibu puan,AnjiShopee,
484,2023-03-01 21:23:13+00:00,@anjishope @Alfians090 @puanmaharani_ri .bu puan punya segudang ide keren untuk memajukan bangsa,AnjiShopee,
485,2023-03-01 21:23:05+00:00,@Veronikaaja01 @puanmaharani_ri Itulah sosok positif yang ada pada diri Ibu Puan,DedekIak,
486,2023-03-01 21:22:57+00:00,"@Alfians090 @puanmaharani_ri ibu pm idola kita semua, sangat mengispirasi generasi muda",AnjiShopee,
487,2023-03-01 21:22:34+00:00,@dea29808 @puanmaharani_ri luar biasa @puanmaharani_ri,AdnanAgam1,
488,2023-03-01 21:22:28+00:00,@DedekIak @AdnanAgam1 @puanmaharani_ri makin cinta sm ibu pm,AnjiShopee,
489,2023-03-01 21:22:10+00:00,@DedekIak @AdnanAgam1 @puanmaharani_ri Ibu puan emang best,AnjiShopee,
490,2023-03-01 21:22:04+00:00,@dea29808 @puanmaharani_ri Begitu baik hati Bu Puan memikirkan banyak orang untuk bisa berlebihan di rumah bukan ditenda,DedekIak,
491,2023-03-01 21:21:56+00:00,@Alfians090 @puanmaharani_ri sangat kepedulian kepada masyarakat @puanmaharani_ri,AdnanAgam1,
492,2023-03-01 21:21:53+00:00,@AdnanAgam1 @puanmaharani_ri .kagum sama sosok ibu puan,AnjiShopee,
493,2023-03-01 21:21:35+00:00,"@fadilahmaad67 @DedekIak @puanmaharani_ri .capres perempuan kedua setelah ibu mega, mudah2han rejekinya jg sm ya bu",AnjiShopee,
494,2023-03-01 21:21:09+00:00,@Veronikaaja01 @puanmaharani_ri Bangga banget pastinya @puanmaharani_ri,AdnanAgam1,
495,2023-03-01 21:20:51+00:00,@tri910721 @DedekIak @puanmaharani_ri .ibu puan memang keren,AnjiShopee,
496,2023-03-01 21:20:49+00:00,@NenkMonica @puanmaharani_ri Jelas mangkraknya..😂,Jackv52349443,
497,2023-03-01 21:20:49+00:00,@Alfians090 @puanmaharani_ri Sangat setuju sekali sama beliau setiap yang dilakukan  pasti buat banyak orang,DedekIak,
498,2023-03-01 21:20:01+00:00,@Veronikaaja01 @puanmaharani_ri Aamiin semoga Allah membalas semua kebaikan Ibu,DedekIak,
499,2023-03-01 21:19:36+00:00,@hambarokp @puanmaharani_ri Bersyukur banget mereka @puanmaharani_ri,AdnanAgam1,
500,2023-03-01 21:19:23+00:00,@AdnanAgam1 @puanmaharani_ri Top banget pastinya,DedekIak,
501,2023-03-01 21:18:34+00:00,@mariookam395 @puanmaharani_ri Aamiin semoga Ibu dilancarkan rezekinya biar selalu bisa berbagi,DedekIak,
